# Reviewed expectations: Linux root NFSv3 adapter, not native FUSE conformance.
# First root review: 2026-09-20, pjdfstest 85a8aea9e685999ef0540392fd80535f873d7ff7.
# Review, source dependencies and isolated supported-kind check:
# docs/bugs/2026-09-20-pjdfstest-device-fixture-cascades.md
# A-26 authorizes FIFO/socket metadata; block/character devices remain refused.
# NFS-OPEN and NFS-TIME are client/wire limits, not shared VFS exclusions.
# This initializes the root review left pending in conformance.md section 3.4.
# One case per line; no file wildcard. Unlisted failures, listed passes and absent
# listed cases fail the gate. This list can only shrink after this review.
# The historical transport slug is native-linux-fuse; the record remains LIMITED.
# Device names are never substituted, and the upstream suite is never patched in CI.

tests/rename/09.t:1442  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1443  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1444  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1445  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1446  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1447  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1450  A-26 refuses the char-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1451  A-26 refuses the char-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1456  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1457  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1460  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1462  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1463  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1464  A-26 refuses the char-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1465  A-26 refuses the char-to-none test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1468  A-26 refuses the char-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1469  A-26 refuses the char-to-regular test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1474  A-26 refuses the char-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1475  A-26 refuses the char-to-fifo test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1478  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1479  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1480  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1481  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1482  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1483  A-26 refuses the char-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1484  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1485  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1486  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1487  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1488  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1489  A-26 refuses the char-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1492  A-26 refuses the char-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1493  A-26 refuses the char-to-socket test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1498  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1499  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1502  A-26 refuses the char-to-symlink test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1528  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1529  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1536  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1537  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1586  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1587  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1594  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1595  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1644  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1645  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1652  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1653  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1702  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1703  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1710  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1711  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1760  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1761  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1768  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1769  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1810  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1811  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1814  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1815  A-26 refuses the socket-to-block test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1816  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1817  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1820  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
tests/rename/09.t:1821  A-26 refuses the socket-to-char test's device fixture; inverse renames can move a surviving target into the missing source (DEVICE-SOURCE).
